"","caseid","region","gender","educ","edloan","race","hispanic","employ","marstat","pid7","ideo5","pew_religimp","newsint","faminc_new","union","investor","CC18_308a","CC18_310a","CC18_310b","CC18_310c","CC18_310d","CC18_325a","CC18_325b","CC18_325c","CC18_325d"
"752",410813470,3,1,4,2,1,2,2,1,5,4,1,2,6,3,1,2,2,5,2,5,1,1,2,1
"753",415339032,4,2,2,2,3,2,7,1,1,3,1,3,2,3,2,4,3,2,5,2,2,1,2,1
"754",412334272,3,2,6,2,1,2,2,1,1,3,2,1,12,1,1,4,2,2,2,3,2,2,2,1
"755",412345940,2,1,6,1,1,2,1,1,1,2,4,1,11,3,1,4,2,3,3,2,2,2,2,1
"756",420156492,4,2,6,1,1,2,1,5,7,5,1,1,4,1,2,1,3,3,3,3,1,1,1,1
"757",413674352,4,1,2,2,1,2,5,1,7,5,3,1,6,3,1,1,2,2,2,2,1,1,1,1
"758",416277978,3,1,5,2,1,2,1,5,1,1,3,1,5,3,1,4,2,3,2,2,2,2,2,1
"759",412275456,1,1,5,2,1,2,5,1,1,3,3,1,7,3,1,4,3,3,2,2,2,1,2,1
"760",414704723,2,2,4,1,1,2,7,1,4,3,1,1,3,3,2,2,2,2,3,3,1,1,2,1
"761",412894665,1,2,6,2,1,2,2,1,2,3,4,1,6,2,1,4,3,3,3,3,2,1,2,1
"762",412297908,2,2,2,2,1,2,7,1,1,2,2,2,9,3,1,3,3,3,1,2,2,2,2,1
"763",412386158,4,2,2,2,1,2,6,2,2,2,3,2,5,3,2,4,2,3,2,3,2,1,2,1
"764",414864413,3,2,3,1,2,2,1,6,2,3,3,2,9,3,2,4,3,3,3,5,2,1,1,1
"765",416187350,1,1,5,2,1,2,1,1,4,4,3,1,7,3,2,1,2,3,3,3,1,1,1,1
"766",412893015,3,2,4,2,2,2,2,5,1,2,2,1,8,3,2,4,2,3,2,5,1,1,1,2
"767",412297833,2,2,3,1,1,2,1,3,7,5,3,1,4,3,2,1,2,3,5,5,1,1,1,1
"768",414877622,1,1,5,1,3,2,2,5,1,2,4,1,1,2,2,4,3,3,3,3,2,2,2,1
"769",417617997,1,1,4,2,1,2,1,5,7,3,2,1,10,3,1,1,3,3,3,3,1,1,1,1
"770",412978406,1,1,3,2,1,2,5,1,2,4,3,2,9,1,1,2,3,3,5,5,2,2,2,1
"771",414165557,4,1,1,2,3,2,1,6,7,5,2,1,5,3,1,1,3,3,3,5,1,1,2,1
"772",412278056,3,2,5,2,1,2,5,5,1,2,2,1,4,3,1,4,2,3,2,3,2,2,2,1
"773",412340710,2,2,2,2,1,2,5,4,6,3,3,2,3,2,2,2,2,2,3,2,1,1,1,1
"774",410743528,2,2,2,NA,1,2,2,5,1,2,1,2,5,3,2,4,5,5,5,5,2,2,2,1
"775",417006676,1,1,5,2,1,2,1,1,7,4,1,2,8,2,1,2,3,3,3,2,1,1,1,1
"776",417079551,4,1,4,2,1,2,5,1,3,2,4,1,4,2,1,4,3,3,3,3,2,2,2,1
"777",412305704,2,2,6,1,1,2,1,3,2,3,1,4,8,3,1,4,5,5,5,5,2,1,1,1
"778",412317336,4,2,2,2,1,2,7,1,5,4,1,2,5,3,2,4,3,2,3,5,1,1,1,1
"779",415503070,3,2,6,2,3,2,1,5,1,2,2,2,8,3,2,4,2,2,2,NA,2,2,1,1
"780",413528907,2,1,2,NA,1,2,1,3,5,4,2,2,3,2,1,1,2,5,5,2,2,1,1,1
"781",416383420,2,1,2,2,1,2,5,1,1,2,2,2,5,2,1,4,2,2,2,2,1,1,1,1
"782",415983266,1,1,2,2,4,2,4,5,3,3,4,4,3,3,2,4,5,3,5,1,1,1,1,2
"783",417352250,4,1,4,2,1,2,1,1,1,5,4,2,9,3,2,4,3,3,3,3,2,2,2,1
"784",414785656,3,1,2,1,2,2,1,5,2,3,1,4,4,3,2,2,2,3,2,2,1,1,2,2
"785",411992681,4,1,6,2,1,2,5,1,1,2,1,1,10,1,2,4,3,3,3,3,2,2,2,1
"786",414366698,3,2,4,2,1,2,1,5,6,5,2,2,10,3,2,2,2,5,2,5,1,1,1,1
"787",420238514,3,1,6,2,1,2,5,1,5,4,1,2,11,3,1,3,2,2,2,2,2,1,1,1
"788",417077668,3,1,6,2,3,2,1,1,1,2,1,1,8,3,2,4,2,2,2,3,2,2,2,1
"789",415451404,3,2,5,2,1,2,1,5,6,3,1,2,6,3,1,2,1,1,1,2,1,1,2,1
"790",415028417,4,2,5,2,1,2,1,5,2,2,4,3,4,2,2,4,5,5,5,5,2,2,2,2
"791",415332447,2,1,3,2,1,2,9,1,7,4,3,2,3,3,2,1,2,3,3,2,1,1,2,1
"792",414582465,1,2,4,2,3,2,1,5,4,5,2,1,4,3,2,4,3,3,5,NA,1,1,2,2
"793",419001064,1,1,5,2,1,2,1,6,1,1,4,1,7,3,1,4,3,3,3,3,2,1,2,1
"794",413291223,2,2,2,1,1,2,5,1,1,2,1,1,7,3,1,4,2,2,3,2,1,1,1,1
"795",413966837,3,2,2,2,1,2,9,1,1,1,4,1,4,3,2,4,2,2,2,2,2,2,2,2
"796",414316609,3,2,2,2,1,2,2,3,5,3,4,2,2,3,2,2,2,5,3,5,1,1,1,2
"797",415798461,2,2,5,NA,1,2,1,1,6,3,2,2,6,3,2,2,5,2,5,5,1,1,1,1
"798",417606110,3,1,3,2,1,2,1,1,4,3,2,1,4,3,2,1,2,5,2,NA,2,1,1,1
"799",417836192,3,1,6,2,1,2,1,1,2,2,1,1,6,2,2,4,2,2,2,2,2,1,1,2
"800",417316773,3,1,3,2,1,2,1,1,6,4,4,2,6,3,1,2,5,5,5,5,2,2,1,1
"801",420311788,2,1,3,1,1,2,4,5,3,1,1,1,3,3,2,4,2,2,3,3,2,1,2,2
"802",413550039,3,1,6,2,1,2,2,1,7,3,2,1,7,2,2,1,2,3,2,2,1,1,1,1
"803",413829420,3,1,3,2,1,2,5,5,6,3,3,2,5,2,2,2,2,3,2,3,1,1,1,1
"804",412323912,3,1,5,2,1,2,1,5,1,2,2,1,7,3,1,4,2,2,2,2,2,2,2,2
"805",413409469,3,2,5,2,6,2,1,1,4,4,1,1,9,3,1,1,2,2,2,2,1,1,1,1
"806",412355929,2,2,4,1,1,2,1,5,1,3,4,1,5,3,2,4,5,5,5,5,2,2,2,2
"807",413784765,3,2,4,1,1,2,6,3,1,1,4,2,4,3,2,4,2,2,2,2,2,2,2,1
"808",415407015,2,2,2,NA,3,2,7,3,2,3,4,3,5,3,2,4,2,5,2,5,1,1,1,2
"809",414044676,1,2,6,1,1,2,7,1,3,1,4,2,8,2,1,4,2,3,3,3,2,2,1,1
"810",414175020,2,2,3,NA,1,2,1,5,1,2,4,2,7,3,2,4,2,2,3,3,1,1,1,1
"811",412662714,1,2,3,2,1,2,1,1,6,4,1,2,7,3,1,1,2,5,2,3,2,2,1,2
"812",412507803,1,1,6,1,4,2,1,5,2,3,2,1,9,3,2,4,3,3,2,2,2,2,2,1
"813",414751118,2,2,3,NA,1,2,8,5,1,1,4,4,9,3,2,4,1,1,1,1,2,2,1,2
"814",414601662,4,2,6,2,6,1,1,6,3,2,3,3,4,3,1,4,3,3,3,3,2,2,2,1
"815",417079909,1,1,6,2,1,2,5,1,5,4,3,1,10,3,1,1,2,3,3,3,1,1,1,1
"816",415961779,3,1,6,2,2,2,1,4,1,4,1,1,10,3,1,4,2,2,2,2,1,1,1,1
"817",412874176,3,1,3,2,1,2,6,5,6,2,2,1,2,2,1,1,2,2,3,3,1,2,2,1
"818",414127167,1,1,2,2,1,2,8,5,7,5,1,4,1,3,2,1,3,3,3,3,1,1,1,1
"819",412334265,4,2,5,2,1,2,5,3,1,1,4,1,3,3,1,4,3,3,2,2,2,1,2,1
"820",414205500,1,2,5,1,1,2,1,5,6,4,3,3,11,3,1,2,2,5,5,NA,2,1,2,1
"821",416407500,3,1,5,1,1,2,1,1,6,3,2,2,10,3,2,2,2,3,2,2,1,1,2,1
"822",412422471,1,1,3,2,1,2,6,1,2,3,2,2,10,3,2,4,2,4,2,3,2,2,2,1
"823",413021004,3,2,2,2,1,2,4,4,4,5,1,2,2,3,2,1,2,2,2,3,2,1,1,1
"824",416132023,2,2,1,2,3,2,6,3,4,3,1,4,3,3,2,4,4,4,4,4,1,1,1,1
"825",420137004,2,1,5,1,1,2,2,5,1,2,4,1,12,3,1,4,3,3,3,2,2,1,2,2
"826",413932320,2,2,2,2,1,2,7,1,6,3,3,2,2,3,2,2,3,3,2,2,1,1,1,1
"827",417834831,4,1,6,2,1,2,1,1,3,2,2,1,12,3,2,2,3,5,5,5,1,2,2,1
"828",414765320,1,1,4,2,1,2,4,5,1,1,2,1,4,3,2,4,3,3,3,NA,1,1,1,2
"829",420127425,3,2,6,1,1,2,1,3,5,3,2,1,9,3,1,2,3,3,3,2,2,1,1,1
"830",413443334,4,1,1,2,1,2,1,1,5,3,2,1,10,3,1,1,3,3,3,3,1,1,1,1
"831",412240402,3,2,6,2,1,2,5,5,1,1,1,1,4,2,1,4,2,3,2,2,1,2,2,1
"832",418249204,3,1,6,2,1,2,1,2,1,1,4,1,6,3,1,4,2,2,2,3,2,2,1,2
"833",413487858,1,2,5,1,2,2,1,5,2,1,4,2,1,3,1,4,1,1,3,1,2,2,1,1
"834",412275152,4,2,5,2,1,2,5,1,1,1,2,1,4,3,1,4,3,3,3,3,2,1,1,1
"835",412411645,3,2,4,2,1,2,1,1,6,4,1,4,6,3,2,2,2,5,5,5,1,1,1,1
"836",415710745,1,2,5,2,1,2,6,5,2,3,1,1,8,1,2,4,3,3,3,2,2,2,2,2
"837",412416456,2,1,5,2,1,2,1,1,7,5,1,1,6,2,1,1,2,3,2,2,1,2,2,1
"838",412415683,3,1,3,2,1,2,2,3,2,3,2,2,3,3,2,2,2,2,2,3,1,1,1,1
"839",414355014,3,2,1,2,1,2,7,4,1,2,4,2,1,3,2,4,2,2,5,2,2,2,2,1
"840",411688667,3,2,5,2,1,2,2,1,1,1,1,1,6,3,1,4,2,2,2,2,1,1,2,1
"841",414147140,3,2,3,1,1,2,8,5,6,4,2,3,3,3,2,2,2,5,2,5,2,2,2,2
"842",415217858,4,1,6,2,6,2,1,1,4,3,2,2,6,3,2,4,3,3,3,2,2,2,1,1
"843",414290451,1,2,1,2,1,2,5,3,1,4,1,3,1,3,2,1,4,5,5,4,1,2,2,2
"844",413594979,3,1,5,1,1,2,1,5,1,2,3,1,7,2,2,4,2,3,3,3,2,2,2,1
"845",414517744,2,2,2,NA,1,2,7,1,6,4,3,3,3,3,1,1,1,2,1,5,1,1,2,2
"846",413602073,3,2,6,1,1,2,5,1,1,2,4,1,15,2,1,4,2,2,2,2,2,1,2,1
"847",417619537,3,1,6,2,1,2,9,1,7,5,1,1,12,1,1,1,2,2,2,2,1,2,1,1
"848",416104883,3,2,6,2,4,2,1,1,1,1,4,4,13,3,2,4,5,3,3,3,2,2,2,1
"849",414255549,3,2,2,2,1,2,7,1,6,3,4,2,5,3,1,2,2,3,2,3,2,1,2,1
"850",417834343,4,1,6,2,1,2,1,1,7,4,2,1,12,3,1,1,3,2,3,2,1,1,1,1
"851",412012229,3,2,5,2,4,2,7,1,1,2,1,3,2,3,2,2,5,5,5,5,1,1,1,2
"852",412391618,2,2,6,1,1,2,1,1,1,3,1,1,11,1,2,4,2,3,3,2,1,1,2,1
"853",420149660,2,2,6,2,1,2,2,1,1,1,4,4,8,2,1,4,5,5,5,5,2,1,2,1
"854",417182884,2,2,2,2,1,2,5,4,4,3,1,4,4,3,1,1,5,5,5,3,2,1,1,1
"855",414555751,1,1,2,NA,1,2,4,5,3,1,4,1,1,2,2,4,2,4,2,2,2,1,2,1
"856",417619297,3,1,3,2,1,2,5,1,1,3,1,1,8,3,1,4,2,2,2,2,2,2,2,1
"857",412308000,3,2,3,2,1,2,5,1,3,3,1,2,4,3,2,3,2,3,2,2,2,1,1,1
"858",414598038,3,2,2,2,2,2,7,1,1,3,1,2,2,3,2,4,5,5,5,3,2,2,2,2
"859",414739136,1,1,2,2,1,2,5,1,7,4,1,2,5,2,1,1,3,3,3,5,1,1,2,1
"860",414255469,1,2,3,1,1,2,7,1,1,1,4,4,3,3,2,4,3,5,5,5,2,1,1,1
"861",416910521,3,1,3,NA,1,2,2,5,2,1,4,2,4,3,2,4,2,1,2,1,2,1,2,1
"862",418064424,3,1,5,2,1,2,1,1,5,4,1,1,13,3,1,1,2,2,2,2,1,2,1,1
"863",414195744,2,1,2,2,1,2,6,5,7,4,2,3,3,3,2,2,2,2,3,2,1,1,1,1
"864",412331351,4,2,3,2,1,2,7,1,4,2,3,1,12,3,1,4,3,3,3,3,2,2,2,2
"865",414793306,4,2,3,1,1,2,1,5,2,1,4,1,6,3,1,4,3,3,3,3,2,1,2,2
"866",416153828,1,2,2,2,1,2,5,3,6,4,2,1,2,2,2,1,3,3,3,5,1,1,1,1
"867",417838346,2,1,4,2,1,2,1,1,7,5,1,2,10,1,1,1,2,3,3,2,1,1,1,1
"868",410914971,1,1,5,1,1,2,6,1,7,5,3,1,6,3,1,1,3,3,2,2,1,1,1,1
"869",412976088,1,1,3,2,1,2,8,5,1,1,2,2,7,2,1,4,3,5,5,5,2,1,1,1
"870",415573012,4,1,5,2,1,2,5,1,7,5,1,1,6,3,1,2,2,2,2,2,2,1,2,2
"871",418066430,2,1,4,2,1,2,5,1,2,3,3,1,9,2,1,4,3,2,3,2,2,2,2,2
"872",410934005,3,1,5,1,1,2,1,1,3,1,4,2,10,2,1,4,5,3,3,2,1,2,1,1
"873",415320515,3,2,2,NA,1,2,2,5,5,5,3,3,6,3,2,3,5,2,5,5,1,1,1,2
"874",418063132,4,1,6,2,1,2,5,1,5,4,3,1,13,3,1,1,2,2,2,2,1,2,2,1
"875",410938271,4,1,5,2,1,2,1,4,6,4,2,1,16,3,1,2,3,3,3,3,2,2,2,1
"876",418068122,3,1,2,NA,1,2,7,5,5,3,2,3,5,3,2,3,5,5,5,5,2,2,1,1
"877",414161321,3,2,3,NA,1,2,7,6,1,1,3,3,2,3,2,4,2,5,2,2,2,1,2,1
"878",414538976,3,1,3,NA,2,2,2,5,7,2,2,2,5,1,1,2,2,3,2,2,1,1,1,1
"879",413570300,3,2,3,1,1,2,1,1,7,5,1,2,8,3,1,2,2,2,2,2,1,1,2,1
"880",412307617,4,2,3,1,1,2,5,1,1,2,2,1,8,2,2,4,3,3,3,3,2,2,2,1
"881",412815335,2,2,1,2,1,2,6,5,1,2,2,2,2,3,2,4,5,2,5,2,1,1,1,2
"882",411494468,3,1,3,2,7,2,1,1,7,5,2,1,12,3,1,1,3,2,2,2,1,1,2,1
"883",412324156,2,1,2,2,1,2,5,1,2,3,2,3,10,2,2,2,3,3,3,5,2,1,1,1
"884",412282924,3,2,5,1,2,2,1,5,2,3,3,3,3,2,2,3,2,2,3,3,2,1,1,2
"885",415591173,4,1,6,2,1,2,1,5,2,3,3,2,9,1,1,3,3,3,3,3,2,1,1,2
"886",412524043,4,2,1,2,3,2,1,5,2,3,2,2,2,3,2,3,1,1,1,1,1,1,2,2
"887",415171063,4,2,4,1,3,2,1,1,1,4,2,3,3,3,2,4,2,2,5,5,1,1,1,1
"888",412312551,3,1,6,1,1,2,1,5,3,3,3,1,3,1,1,4,2,5,5,5,1,1,2,1
"889",416914516,4,1,5,2,1,2,1,5,1,2,4,2,5,3,2,3,5,3,3,5,2,2,2,1
"890",414190559,3,2,3,2,1,2,6,5,5,4,2,2,10,3,2,1,5,5,5,5,1,1,2,1
"891",413715710,3,2,5,1,1,2,1,1,1,1,4,1,9,2,1,4,2,2,2,2,2,2,2,1
"892",411872051,3,1,5,2,1,2,5,2,6,4,1,1,10,2,1,1,2,2,2,2,1,1,1,1
"893",413913364,3,2,5,1,2,2,2,6,3,2,4,1,6,2,2,4,3,3,2,2,2,2,2,1
"894",412047621,3,2,2,2,1,2,5,1,7,5,3,1,2,3,2,1,2,2,2,2,2,1,2,1
"895",412349016,3,2,3,2,1,2,1,5,7,5,1,1,4,3,2,1,2,3,5,5,1,1,1,1
"896",414671712,4,2,3,1,3,2,7,1,2,2,4,2,4,3,1,3,3,2,5,5,1,1,1,2
"897",415630186,3,1,5,2,1,2,5,1,1,2,4,1,9,3,1,4,2,3,3,2,2,1,1,1
"898",412952200,3,1,2,2,1,2,6,1,1,1,1,1,4,3,1,4,2,2,2,2,2,2,2,2
"899",412012853,3,1,5,2,1,2,1,5,1,1,4,1,10,3,1,4,2,2,2,2,2,2,2,1
"900",412960000,3,1,1,2,1,2,5,4,2,4,1,3,2,2,2,3,1,2,5,5,2,1,2,1
"901",414383102,3,1,2,2,1,2,1,5,6,4,4,1,8,3,1,1,3,2,2,2,1,1,1,2
"902",412275565,1,2,4,2,1,2,4,5,1,1,4,1,2,3,2,4,3,3,3,3,2,1,1,1
"903",417158481,2,2,2,2,1,2,7,1,1,3,1,3,5,3,2,2,1,3,2,2,1,1,1,2
"904",413193964,3,2,2,2,1,2,8,5,1,1,4,2,11,3,1,4,2,2,2,2,2,2,1,1
"905",416756456,1,1,3,2,1,2,5,1,7,5,1,1,7,3,1,1,3,2,5,5,1,1,1,1
"906",411791437,1,2,5,2,1,2,5,6,5,4,2,2,12,2,1,2,2,3,3,3,1,1,1,1
"907",413292638,1,2,6,1,1,2,2,1,1,2,3,1,7,3,1,4,3,3,3,3,2,2,2,1
"908",412243894,4,2,3,2,1,2,7,1,6,4,1,3,9,3,2,2,5,2,3,5,1,1,1,2
"909",412339655,4,2,4,2,1,2,5,3,2,3,4,1,6,2,1,4,3,3,3,3,1,1,1,1
"910",417436777,3,2,3,NA,1,2,8,5,1,2,3,2,13,3,1,4,2,2,2,2,2,1,1,1
"911",412391942,3,1,4,2,1,2,6,1,4,3,4,4,8,3,2,4,2,3,5,1,2,1,1,1
"912",411873621,1,2,5,2,1,2,1,1,1,1,3,1,9,3,2,4,3,3,2,NA,2,1,2,1
"913",416592055,1,1,2,NA,1,2,1,1,5,3,2,3,10,1,2,2,2,3,3,5,1,2,2,1
"914",410941146,3,2,3,1,1,2,1,5,2,1,3,4,2,3,2,4,2,2,3,1,2,1,1,2
"915",415212732,1,1,3,1,8,1,1,5,2,2,3,2,8,3,2,3,1,3,3,1,1,1,1,2
"916",413412672,2,1,2,2,1,2,2,5,2,4,2,3,3,3,2,3,2,3,3,3,1,1,1,2
"917",413860219,4,2,4,2,1,2,1,1,4,4,1,1,8,1,2,1,3,3,2,2,1,1,1,1
"918",413331405,3,2,4,1,1,2,1,5,1,1,4,1,5,3,1,4,2,3,5,5,2,2,1,1
"919",419006322,2,2,4,1,1,2,7,1,3,2,4,1,4,2,2,4,2,5,3,5,2,1,2,1
"920",418924611,3,2,2,NA,1,2,7,1,4,3,3,3,3,NA,2,3,3,1,3,3,1,2,2,2
"921",412815779,2,1,5,2,1,2,5,1,2,3,2,2,5,1,1,2,2,2,3,2,1,2,2,1
"922",412204536,3,1,6,1,1,2,8,5,5,4,2,1,1,3,2,2,3,2,2,2,1,1,2,1
"923",412398216,2,1,3,2,1,2,1,3,3,3,1,1,8,3,1,4,2,2,3,3,2,1,1,1
"924",414976050,3,2,6,1,1,2,1,5,4,3,2,1,6,3,1,2,2,2,2,2,1,1,1,1
"925",413380512,3,2,5,1,1,2,4,5,7,4,1,2,1,3,2,1,2,2,2,5,1,2,2,1
"926",414432457,1,1,1,2,6,1,1,5,5,4,2,1,6,2,2,1,3,3,3,1,1,1,2,1
"927",414518004,1,2,2,2,1,2,2,3,2,2,2,2,2,3,2,4,3,3,2,3,2,2,2,1
"928",419001192,2,1,5,NA,1,2,1,1,1,1,4,1,14,3,1,4,2,3,3,3,2,1,2,1
"929",414191547,1,2,3,2,2,2,5,6,1,5,1,1,2,2,2,4,3,5,2,3,2,2,2,1
"930",418063225,1,1,5,2,1,2,1,1,4,4,4,1,8,1,1,1,3,3,2,2,1,1,1,1
"931",418854282,1,1,6,1,1,2,1,1,7,5,2,1,10,2,1,1,2,2,2,2,1,1,1,1
"932",414185782,4,2,5,1,1,2,1,6,2,2,4,2,8,3,2,3,3,2,3,3,2,1,2,1
"933",414734196,1,2,3,NA,1,2,1,5,7,4,2,1,9,3,2,1,3,5,3,2,1,1,1,2
"934",414179776,3,2,2,2,1,2,6,3,7,5,1,2,3,3,2,1,2,2,2,2,1,2,2,1
"935",413204395,3,2,2,2,1,2,2,4,4,3,1,3,2,3,2,3,4,4,4,4,1,2,2,1
"936",417837666,3,1,6,2,1,2,5,5,1,2,1,1,7,3,1,4,2,2,2,3,2,1,2,1
"937",414219538,3,2,5,2,1,1,2,1,7,5,1,1,8,3,1,1,2,3,2,2,1,2,2,1
"938",413020073,3,2,2,2,1,2,5,3,1,4,1,2,2,3,2,4,2,2,2,2,1,2,2,1
"939",418306559,4,2,5,2,3,2,7,1,2,2,2,1,3,3,2,4,2,2,2,3,2,1,1,1
"940",418116738,2,1,1,2,1,2,6,5,3,2,1,4,4,3,2,4,1,1,5,1,1,2,1,2
"941",420192165,3,2,3,2,1,2,5,4,4,4,1,2,9,3,2,3,5,5,5,5,1,1,1,1
"942",416472207,2,2,2,NA,1,2,5,4,2,2,3,2,3,2,1,4,2,3,5,5,1,1,1,1
"943",416335638,4,2,3,1,3,2,2,5,1,1,3,2,4,3,2,4,2,5,5,5,2,1,2,2
"944",411984486,2,2,5,2,1,2,2,1,7,5,1,1,3,3,2,4,2,2,2,2,2,1,1,1
"945",415676776,3,2,4,1,1,2,7,1,5,4,1,2,7,3,1,3,3,3,3,2,1,1,1,1
"946",414362101,1,2,2,2,1,2,2,4,7,4,1,1,4,1,2,1,3,3,3,2,1,1,1,1
"947",413800647,3,2,3,NA,1,2,7,1,4,3,4,4,9,3,2,3,5,5,5,1,1,1,2,1
"948",412391730,2,1,6,2,1,2,1,5,1,2,4,1,9,3,1,4,2,2,3,3,2,2,2,2
"949",412905800,3,1,2,2,1,2,1,1,7,5,2,1,16,2,1,1,2,2,2,2,1,2,1,1
"950",414379114,2,1,2,2,1,2,2,5,5,4,2,1,6,3,2,1,3,3,3,5,1,2,2,2
"951",413432066,3,1,3,2,2,2,1,5,2,2,2,2,4,3,2,4,2,2,2,2,2,2,2,1
"952",420128728,3,2,3,2,1,2,1,1,7,3,1,2,6,3,2,2,2,2,3,2,2,1,1,1
"953",410933174,2,1,5,2,1,2,1,3,5,5,1,1,8,3,2,1,2,2,3,3,1,1,1,1
"954",419690598,3,1,4,2,1,2,1,1,3,3,2,1,9,3,1,4,3,3,3,2,2,2,2,1
"955",415545763,2,2,6,1,1,2,1,1,1,1,3,2,9,1,1,4,2,2,3,2,2,2,2,2
"956",414327580,3,2,2,2,1,2,5,1,6,4,1,1,5,3,1,2,2,2,2,2,2,1,1,1
"957",412022594,1,2,5,2,1,2,5,3,1,2,3,2,9,3,1,4,3,3,2,2,2,1,1,1
"958",414091490,2,2,3,2,2,2,2,5,3,2,4,1,5,3,2,4,2,3,3,3,2,1,2,2
"959",414842386,4,2,3,2,4,2,8,5,1,2,4,2,11,3,2,4,3,5,3,5,2,1,1,2
"960",417841646,2,2,2,2,1,2,6,1,2,1,3,3,2,2,2,4,2,3,3,3,2,1,1,1
"961",413327747,3,2,6,1,1,2,4,5,1,1,3,1,2,3,2,4,2,3,2,3,2,1,2,1
"962",418227956,1,1,3,NA,1,2,8,5,1,1,4,1,2,3,2,4,2,1,3,5,2,1,1,1
"963",417619375,2,1,6,2,1,2,5,1,1,3,1,2,7,3,1,4,2,2,2,2,2,1,2,1
"964",412003311,3,1,5,2,1,2,9,5,7,4,4,1,1,2,1,1,2,3,3,3,1,1,2,1
"965",415226726,3,2,3,2,1,2,1,6,4,3,3,1,2,3,2,4,5,5,5,5,2,1,1,1
"966",412999988,3,1,3,2,1,2,1,2,2,2,2,2,6,2,1,2,2,3,2,3,1,1,2,1
"967",417615837,2,2,2,2,1,2,1,1,1,1,2,1,9,3,1,4,2,3,2,2,2,1,2,1
"968",412534260,2,1,2,2,2,2,5,1,4,4,1,1,3,2,2,1,5,3,2,2,1,1,1,1
"969",416653141,1,2,6,1,1,2,1,1,2,3,4,2,13,3,1,4,3,3,3,3,1,1,2,1
"970",412374726,1,2,3,1,1,2,8,5,3,3,4,4,1,3,2,2,5,5,5,5,1,1,1,2
"971",414506279,3,2,1,2,1,2,5,1,7,4,2,2,7,2,1,1,2,2,2,2,1,1,1,1
"972",413001437,1,1,2,2,1,2,5,1,7,4,1,1,10,3,1,1,3,3,3,3,1,1,1,1
"973",419596968,3,1,3,2,1,2,5,1,4,4,3,3,11,2,2,1,2,2,2,3,1,1,2,1
"974",415708845,2,1,4,2,2,2,2,5,1,2,2,1,3,3,2,1,5,2,5,2,1,2,2,1
"975",412290979,4,1,6,2,1,2,5,6,1,1,4,1,5,2,1,4,3,3,3,3,2,1,1,1
"976",414231501,3,2,2,2,1,2,5,3,2,4,1,3,2,3,2,2,3,3,3,3,1,1,1,1
"977",413632505,2,2,3,1,1,2,7,1,7,4,1,1,4,3,2,1,5,3,2,2,1,1,1,1
"978",415341672,1,2,3,1,1,2,5,4,4,3,2,3,2,3,2,2,5,5,5,5,1,1,1,1
"979",416718487,2,1,2,NA,1,2,6,5,3,2,4,1,2,3,2,4,1,3,5,2,2,1,1,2
"980",412333988,3,2,2,2,1,2,1,1,7,4,1,1,4,3,2,1,2,2,2,2,1,1,1,2
"981",413086828,3,1,5,1,1,2,1,5,6,4,1,1,4,3,2,3,2,2,2,2,1,2,2,1
"982",411885475,2,1,6,2,1,2,5,3,5,4,2,1,2,3,1,2,3,5,3,3,1,1,2,1
"983",413379901,1,2,5,2,3,2,1,3,1,2,2,1,9,1,2,4,3,3,5,3,2,1,2,2
"984",412311020,4,1,3,2,1,2,5,1,7,5,1,1,6,3,1,1,3,3,3,2,1,2,2,1
"985",412350107,1,2,3,2,2,2,2,4,2,2,1,2,2,3,2,4,2,3,2,5,2,1,2,1
"986",411873042,4,1,5,2,4,2,5,1,1,3,4,1,12,2,1,4,3,3,3,3,1,1,1,1
"987",410922953,4,2,3,2,1,2,5,3,3,2,4,1,3,2,1,4,2,2,2,2,2,1,2,1
"988",413869858,4,2,1,NA,3,2,7,5,7,2,1,1,2,3,2,4,3,5,5,5,2,2,2,2
"989",413261069,1,1,3,2,1,1,1,3,5,3,2,1,6,1,1,1,3,3,3,3,1,1,1,1
"990",412379539,4,1,2,2,1,2,6,3,5,4,2,1,2,3,2,1,3,3,2,5,1,1,1,1
"991",410745596,3,2,4,2,4,2,1,1,5,3,2,2,4,3,2,2,2,3,3,5,1,1,2,2
"992",414118145,1,1,4,2,1,2,1,6,2,4,3,2,3,3,2,2,3,2,3,2,1,1,1,2
"993",412285035,1,2,2,2,1,2,7,1,5,3,3,1,6,1,1,2,3,3,3,3,1,1,1,1
"994",413120971,3,2,4,2,1,2,1,1,5,5,1,2,7,3,2,2,5,5,5,5,2,2,1,1
"995",412324065,3,2,6,2,1,2,1,1,3,3,1,1,10,1,1,4,2,2,2,2,2,1,1,1
"996",410945270,2,1,6,2,1,2,5,1,3,3,2,1,14,3,1,4,2,2,3,2,2,1,2,1
"997",414240025,2,2,5,1,2,2,1,5,1,2,2,3,6,3,2,4,2,3,3,2,2,2,1,2
"998",420156780,2,2,5,2,1,2,1,5,2,3,3,1,6,3,1,4,2,2,3,2,1,2,2,1
"999",412382118,2,2,6,NA,3,2,5,1,5,4,1,1,9,3,1,1,2,2,2,2,1,1,1,1
"1000",414206234,2,1,1,NA,7,2,4,5,4,5,1,2,1,3,2,4,1,3,1,1,1,1,1,1
