"","caseid","region","gender","educ","edloan","race","hispanic","employ","marstat","pid7","ideo5","pew_religimp","newsint","faminc_new","union","investor","CC18_308a","CC18_310a","CC18_310b","CC18_310c","CC18_310d","CC18_325a","CC18_325b","CC18_325c","CC18_325d","educ_category","dem_rep"
"957",412022594,1,2,5,2,1,2,5,3,1,2,3,2,9,3,1,4,3,3,2,2,2,1,1,1,"4-yr-Degree +","Democrat"
"958",414091490,2,2,3,2,2,2,2,5,3,2,4,1,5,3,2,4,2,3,3,3,2,1,2,2,"< 4-yr-Degree","Democrat"
"959",414842386,4,2,3,2,4,2,8,5,1,2,4,2,11,3,2,4,3,5,3,5,2,1,1,2,"< 4-yr-Degree","Democrat"
"960",417841646,2,2,2,2,1,2,6,1,2,1,3,3,2,2,2,4,2,3,3,3,2,1,1,1,"< 4-yr-Degree","Democrat"
"961",413327747,3,2,6,1,1,2,4,5,1,1,3,1,2,3,2,4,2,3,2,3,2,1,2,1,"4-yr-Degree +","Democrat"
"962",418227956,1,1,3,NA,1,2,8,5,1,1,4,1,2,3,2,4,2,1,3,5,2,1,1,1,"< 4-yr-Degree","Democrat"
"963",417619375,2,1,6,2,1,2,5,1,1,3,1,2,7,3,1,4,2,2,2,2,2,1,2,1,"4-yr-Degree +","Democrat"
"964",412003311,3,1,5,2,1,2,9,5,7,4,4,1,1,2,1,1,2,3,3,3,1,1,2,1,"4-yr-Degree +","Republican"
"965",415226726,3,2,3,2,1,2,1,6,4,3,3,1,2,3,2,4,5,5,5,5,2,1,1,1,"< 4-yr-Degree","Independent"
"966",412999988,3,1,3,2,1,2,1,2,2,2,2,2,6,2,1,2,2,3,2,3,1,1,2,1,"< 4-yr-Degree","Democrat"
"967",417615837,2,2,2,2,1,2,1,1,1,1,2,1,9,3,1,4,2,3,2,2,2,1,2,1,"< 4-yr-Degree","Democrat"
"968",412534260,2,1,2,2,2,2,5,1,4,4,1,1,3,2,2,1,5,3,2,2,1,1,1,1,"< 4-yr-Degree","Independent"
"969",416653141,1,2,6,1,1,2,1,1,2,3,4,2,13,3,1,4,3,3,3,3,1,1,2,1,"4-yr-Degree +","Democrat"
"970",412374726,1,2,3,1,1,2,8,5,3,3,4,4,1,3,2,2,5,5,5,5,1,1,1,2,"< 4-yr-Degree","Democrat"
"971",414506279,3,2,1,2,1,2,5,1,7,4,2,2,7,2,1,1,2,2,2,2,1,1,1,1,"< 4-yr-Degree","Republican"
"972",413001437,1,1,2,2,1,2,5,1,7,4,1,1,10,3,1,1,3,3,3,3,1,1,1,1,"< 4-yr-Degree","Republican"
"973",419596968,3,1,3,2,1,2,5,1,4,4,3,3,11,2,2,1,2,2,2,3,1,1,2,1,"< 4-yr-Degree","Independent"
"974",415708845,2,1,4,2,2,2,2,5,1,2,2,1,3,3,2,1,5,2,5,2,1,2,2,1,"<4-yr-Degree","Democrat"
"975",412290979,4,1,6,2,1,2,5,6,1,1,4,1,5,2,1,4,3,3,3,3,2,1,1,1,"4-yr-Degree +","Democrat"
"976",414231501,3,2,2,2,1,2,5,3,2,4,1,3,2,3,2,2,3,3,3,3,1,1,1,1,"< 4-yr-Degree","Democrat"
"977",413632505,2,2,3,1,1,2,7,1,7,4,1,1,4,3,2,1,5,3,2,2,1,1,1,1,"< 4-yr-Degree","Republican"
"978",415341672,1,2,3,1,1,2,5,4,4,3,2,3,2,3,2,2,5,5,5,5,1,1,1,1,"< 4-yr-Degree","Independent"
"979",416718487,2,1,2,NA,1,2,6,5,3,2,4,1,2,3,2,4,1,3,5,2,2,1,1,2,"< 4-yr-Degree","Democrat"
"980",412333988,3,2,2,2,1,2,1,1,7,4,1,1,4,3,2,1,2,2,2,2,1,1,1,2,"< 4-yr-Degree","Republican"
"981",413086828,3,1,5,1,1,2,1,5,6,4,1,1,4,3,2,3,2,2,2,2,1,2,2,1,"4-yr-Degree +","Republican"
"982",411885475,2,1,6,2,1,2,5,3,5,4,2,1,2,3,1,2,3,5,3,3,1,1,2,1,"4-yr-Degree +","Republican"
"983",413379901,1,2,5,2,3,2,1,3,1,2,2,1,9,1,2,4,3,3,5,3,2,1,2,2,"4-yr-Degree +","Democrat"
"984",412311020,4,1,3,2,1,2,5,1,7,5,1,1,6,3,1,1,3,3,3,2,1,2,2,1,"< 4-yr-Degree","Republican"
"985",412350107,1,2,3,2,2,2,2,4,2,2,1,2,2,3,2,4,2,3,2,5,2,1,2,1,"< 4-yr-Degree","Democrat"
"986",411873042,4,1,5,2,4,2,5,1,1,3,4,1,12,2,1,4,3,3,3,3,1,1,1,1,"4-yr-Degree +","Democrat"
"987",410922953,4,2,3,2,1,2,5,3,3,2,4,1,3,2,1,4,2,2,2,2,2,1,2,1,"< 4-yr-Degree","Democrat"
"988",413869858,4,2,1,NA,3,2,7,5,7,2,1,1,2,3,2,4,3,5,5,5,2,2,2,2,"< 4-yr-Degree","Republican"
"989",413261069,1,1,3,2,1,1,1,3,5,3,2,1,6,1,1,1,3,3,3,3,1,1,1,1,"< 4-yr-Degree","Republican"
"990",412379539,4,1,2,2,1,2,6,3,5,4,2,1,2,3,2,1,3,3,2,5,1,1,1,1,"< 4-yr-Degree","Republican"
"991",410745596,3,2,4,2,4,2,1,1,5,3,2,2,4,3,2,2,2,3,3,5,1,1,2,2,"<4-yr-Degree","Republican"
"992",414118145,1,1,4,2,1,2,1,6,2,4,3,2,3,3,2,2,3,2,3,2,1,1,1,2,"<4-yr-Degree","Democrat"
"993",412285035,1,2,2,2,1,2,7,1,5,3,3,1,6,1,1,2,3,3,3,3,1,1,1,1,"< 4-yr-Degree","Republican"
"994",413120971,3,2,4,2,1,2,1,1,5,5,1,2,7,3,2,2,5,5,5,5,2,2,1,1,"<4-yr-Degree","Republican"
"995",412324065,3,2,6,2,1,2,1,1,3,3,1,1,10,1,1,4,2,2,2,2,2,1,1,1,"4-yr-Degree +","Democrat"
"996",410945270,2,1,6,2,1,2,5,1,3,3,2,1,14,3,1,4,2,2,3,2,2,1,2,1,"4-yr-Degree +","Democrat"
"997",414240025,2,2,5,1,2,2,1,5,1,2,2,3,6,3,2,4,2,3,3,2,2,2,1,2,"4-yr-Degree +","Democrat"
"998",420156780,2,2,5,2,1,2,1,5,2,3,3,1,6,3,1,4,2,2,3,2,1,2,2,1,"4-yr-Degree +","Democrat"
"999",412382118,2,2,6,NA,3,2,5,1,5,4,1,1,9,3,1,1,2,2,2,2,1,1,1,1,"4-yr-Degree +","Republican"
"1000",414206234,2,1,1,NA,7,2,4,5,4,5,1,2,1,3,2,4,1,3,1,1,1,1,1,1,"< 4-yr-Degree","Independent"
